open,close,high,low,uptrend,timestamp,sequence,date
5077.16,5071.226075,5077.16,5071.226075,False,1769413920000,0,2026-01-26 07:52:00
5071.226075,5065.292149999999,5071.226075,5065.292149999999,False,1769417100000,00,2026-01-26 08:45:00
5065.292149999999,5059.358224999999,5065.292149999999,5059.358224999999,False,1769418720000,000,2026-01-26 09:12:00
5059.358224999999,5053.424299999999,5059.358224999999,5053.424299999999,False,1769468520000,0000,2026-01-26 23:02:00
5053.424299999999,5047.4903749999985,5053.424299999999,5047.4903749999985,False,1769468580000,00000,2026-01-26 23:03:00
5047.4903749999985,5041.556449999998,5047.4903749999985,5041.556449999998,False,1769469540000,000000,2026-01-26 23:19:00
5041.556449999998,5035.622524999998,5041.556449999998,5035.622524999998,False,1769469600000,0000000,2026-01-26 23:20:00
5035.622524999998,5029.688599999998,5035.622524999998,5029.688599999998,False,1769469660000,00000000,2026-01-26 23:21:00
5029.688599999998,5023.754674999997,5029.688599999998,5023.754674999997,False,1769469780000,000000000,2026-01-26 23:23:00
5023.754674999997,5017.820749999997,5023.754674999997,5017.820749999997,False,1769471280000,0000000000,2026-01-26 23:48:00
5017.820749999997,5011.886824999997,5017.820749999997,5011.886824999997,False,1769471280000,00000000000,2026-01-26 23:48:00
