open,close,high,low,uptrend,timestamp,sequence,date
5081.42,5075.5115748,5081.42,5075.5115748,False,1769406480000,0,2026-01-26 05:48:00
5075.5115748,5069.6031496,5075.5115748,5069.6031496,False,1769409120000,00,2026-01-26 06:32:00
5069.6031496,5063.694724399999,5069.6031496,5063.694724399999,False,1769409900000,000,2026-01-26 06:45:00
5063.694724399999,5057.786299199999,5063.694724399999,5057.786299199999,False,1769411940000,0000,2026-01-26 07:19:00
5057.786299199999,5051.877873999999,5057.786299199999,5051.877873999999,False,1769461320000,00000,2026-01-26 21:02:00
5051.877873999999,5045.969448799999,5051.877873999999,5045.969448799999,False,1769461380000,000000,2026-01-26 21:03:00
5045.969448799999,5040.061023599998,5045.969448799999,5040.061023599998,False,1769462400000,0000000,2026-01-26 21:20:00
5040.061023599998,5034.152598399998,5040.061023599998,5034.152598399998,False,1769462400000,00000000,2026-01-26 21:20:00
5034.152598399998,5028.244173199998,5034.152598399998,5028.244173199998,False,1769462460000,000000000,2026-01-26 21:21:00
5028.244173199998,5022.335747999998,5028.244173199998,5022.335747999998,False,1769462640000,0000000000,2026-01-26 21:24:00
5022.335747999998,5016.4273227999975,5022.335747999998,5016.4273227999975,False,1769464080000,00000000000,2026-01-26 21:48:00
