open,close,high,low,uptrend,timestamp,sequence,date
5020.97,5015.0550376,5020.97,5015.0550376,False,1769470260000,0,2026-01-26 23:31:00
5015.0550376,5009.1400752,5015.0550376,5009.1400752,False,1769470320000,00,2026-01-26 23:32:00
5009.1400752,5003.2251128,5009.1400752,5003.2251128,False,1769470560000,000,2026-01-26 23:36:00
5009.1400752,5015.0550376,5015.0550376,5009.1400752,True,1769475600000,0001,2026-01-27 01:00:00
5015.0550376,5020.97,5020.97,5015.0550376,True,1769475600000,00011,2026-01-27 01:00:00
5020.97,5026.8849624,5026.8849624,5020.97,True,1769475780000,000111,2026-01-27 01:03:00
5026.8849624,5032.799924800001,5032.799924800001,5026.8849624,True,1769475840000,0001111,2026-01-27 01:04:00
5032.799924800001,5038.714887200001,5038.714887200001,5032.799924800001,True,1769476380000,00011111,2026-01-27 01:13:00
5038.714887200001,5044.629849600001,5044.629849600001,5038.714887200001,True,1769476680000,000111111,2026-01-27 01:18:00
5044.629849600001,5050.544812000001,5050.544812000001,5044.629849600001,True,1769477940000,0001111111,2026-01-27 01:39:00
5050.544812000001,5056.459774400001,5056.459774400001,5050.544812000001,True,1769478120000,00011111111,2026-01-27 01:42:00
5050.544812000001,5044.629849600001,5050.544812000001,5044.629849600001,False,1769479140000,000111111110,2026-01-27 01:59:00
5044.629849600001,5038.714887200001,5044.629849600001,5038.714887200001,False,1769481720000,0001111111100,2026-01-27 02:42:00
5038.714887200001,5032.799924800001,5038.714887200001,5032.799924800001,False,1769481720000,00011111111000,2026-01-27 02:42:00
5032.799924800001,5026.8849624,5032.799924800001,5026.8849624,False,1769482080000,000111111110000,2026-01-27 02:48:00
5026.8849624,5020.97,5026.8849624,5020.97,False,1769482200000,0001111111100000,2026-01-27 02:50:00
5020.97,5015.0550376,5020.97,5015.0550376,False,1769482260000,00011111111000000,2026-01-27 02:51:00
5020.97,5026.8849624,5026.8849624,5020.97,True,1769482500000,000111111110000001,2026-01-27 02:55:00
5026.8849624,5032.799924800001,5032.799924800001,5026.8849624,True,1769482620000,0001111111100000011,2026-01-27 02:57:00
5026.8849624,5020.97,5026.8849624,5020.97,False,1769482860000,00011111111000000110,2026-01-27 03:01:00
5026.8849624,5032.799924800001,5032.799924800001,5026.8849624,True,1769483040000,000111111110000001101,2026-01-27 03:04:00
5032.799924800001,5038.714887200001,5038.714887200001,5032.799924800001,True,1769483100000,0001111111100000011011,2026-01-27 03:05:00
5038.714887200001,5044.629849600001,5044.629849600001,5038.714887200001,True,1769483160000,00011111111000000110111,2026-01-27 03:06:00
5044.629849600001,5050.544812000001,5050.544812000001,5044.629849600001,True,1769483400000,000111111110000001101111,2026-01-27 03:10:00
5050.544812000001,5056.459774400001,5056.459774400001,5050.544812000001,True,1769483460000,0001111111100000011011111,2026-01-27 03:11:00
5056.459774400001,5062.374736800001,5062.374736800001,5056.459774400001,True,1769483460000,00011111111000000110111111,2026-01-27 03:11:00
5062.374736800001,5068.289699200001,5068.289699200001,5062.374736800001,True,1769483640000,000111111110000001101111111,2026-01-27 03:14:00
5062.374736800001,5056.459774400001,5062.374736800001,5056.459774400001,False,1769485260000,0001111111100000011011111110,2026-01-27 03:41:00
5062.374736800001,5068.289699200001,5068.289699200001,5062.374736800001,True,1769487300000,00011111111000000110111111101,2026-01-27 04:15:00
5068.289699200001,5074.204661600002,5074.204661600002,5068.289699200001,True,1769488620000,000111111110000001101111111011,2026-01-27 04:37:00
5068.289699200001,5062.374736800001,5068.289699200001,5062.374736800001,False,1769497440000,0001111111100000011011111110110,2026-01-27 07:04:00
5068.289699200001,5074.204661600002,5074.204661600002,5068.289699200001,True,1769499840000,00011111111000000110111111101101,2026-01-27 07:44:00
5074.204661600002,5080.119624000002,5080.119624000002,5074.204661600002,True,1769500020000,000111111110000001101111111011011,2026-01-27 07:47:00
5080.119624000002,5086.034586400002,5086.034586400002,5080.119624000002,True,1769500980000,0001111111100000011011111110110111,2026-01-27 08:03:00
