open,close,high,low,uptrend,timestamp,sequence,date
5084.54,5078.6315748,5084.54,5078.6315748,False,1769404740000,0,2026-01-26 05:19:00
5078.6315748,5072.7231495999995,5078.6315748,5072.7231495999995,False,1769406720000,00,2026-01-26 05:52:00
5072.7231495999995,5066.814724399999,5072.7231495999995,5066.814724399999,False,1769409540000,000,2026-01-26 06:39:00
5066.814724399999,5060.906299199999,5066.814724399999,5060.906299199999,False,1769411220000,0000,2026-01-26 07:07:00
5060.906299199999,5054.997873999999,5060.906299199999,5054.997873999999,False,1769411940000,00000,2026-01-26 07:19:00
5054.997873999999,5049.0894487999985,5054.997873999999,5049.0894487999985,False,1769461320000,000000,2026-01-26 21:02:00
5049.0894487999985,5043.181023599998,5049.0894487999985,5043.181023599998,False,1769461380000,0000000,2026-01-26 21:03:00
5043.181023599998,5037.272598399998,5043.181023599998,5037.272598399998,False,1769462400000,00000000,2026-01-26 21:20:00
5037.272598399998,5031.364173199998,5037.272598399998,5031.364173199998,False,1769462460000,000000000,2026-01-26 21:21:00
5031.364173199998,5025.455747999998,5031.364173199998,5025.455747999998,False,1769462520000,0000000000,2026-01-26 21:22:00
5025.455747999998,5019.547322799997,5025.455747999998,5019.547322799997,False,1769464080000,00000000000,2026-01-26 21:48:00
5019.547322799997,5013.638897599997,5019.547322799997,5013.638897599997,False,1769464080000,000000000000,2026-01-26 21:48:00
