open,close,high,low,uptrend,timestamp,sequence,date
5073.72,5067.8115748,5073.72,5067.8115748,False,1769409480000,0,2026-01-26 06:38:00
5067.8115748,5061.9031496,5067.8115748,5061.9031496,False,1769409960000,00,2026-01-26 06:46:00
5061.9031496,5055.9947243999995,5061.9031496,5055.9947243999995,False,1769411940000,000,2026-01-26 07:19:00
5061.9031496,5067.8115748,5067.8115748,5061.9031496,True,1769413620000,0001,2026-01-26 07:47:00
5067.8115748,5073.72,5073.72,5067.8115748,True,1769413920000,00011,2026-01-26 07:52:00
5073.72,5079.6284252000005,5079.6284252000005,5073.72,True,1769414460000,000111,2026-01-26 08:01:00
5073.72,5067.8115748,5073.72,5067.8115748,False,1769415300000,0001110,2026-01-26 08:15:00
5073.72,5079.6284252000005,5079.6284252000005,5073.72,True,1769416560000,00011101,2026-01-26 08:36:00
5079.6284252000005,5085.536850400001,5085.536850400001,5079.6284252000005,True,1769416920000,000111011,2026-01-26 08:42:00
5085.536850400001,5091.445275600001,5091.445275600001,5085.536850400001,True,1769417040000,0001110111,2026-01-26 08:44:00
5091.445275600001,5097.353700800001,5097.353700800001,5091.445275600001,True,1769417100000,00011101111,2026-01-26 08:45:00
5097.353700800001,5103.262126000001,5103.262126000001,5097.353700800001,True,1769417220000,000111011111,2026-01-26 08:47:00
5103.262126000001,5109.170551200002,5109.170551200002,5103.262126000001,True,1769417400000,0001110111111,2026-01-26 08:50:00
5103.262126000001,5097.353700800001,5103.262126000001,5097.353700800001,False,1769417700000,00011101111110,2026-01-26 08:55:00
5097.353700800001,5091.445275600001,5097.353700800001,5091.445275600001,False,1769417760000,000111011111100,2026-01-26 08:56:00
5091.445275600001,5085.536850400001,5091.445275600001,5085.536850400001,False,1769417820000,0001110111111000,2026-01-26 08:57:00
5085.536850400001,5079.6284252000005,5085.536850400001,5079.6284252000005,False,1769417940000,00011101111110000,2026-01-26 08:59:00
5085.536850400001,5091.445275600001,5091.445275600001,5085.536850400001,True,1769418960000,000111011111100001,2026-01-26 09:16:00
5091.445275600001,5097.353700800001,5097.353700800001,5091.445275600001,True,1769423220000,0001110111111000011,2026-01-26 10:27:00
5091.445275600001,5085.536850400001,5091.445275600001,5085.536850400001,False,1769424660000,00011101111110000110,2026-01-26 10:51:00
